profile_id,customer_id,email,loyalty_tier,marketing_opt_in,preferred_channel,birth_date,gender
CRMP-002222,CUST-000942,jesus.brooks412@hotmail.com,Gold,Yes,Mobile App,1987-02-23,Female
CRMP-002363,CUST-000317,alan.yu238@yahoo.com   ,Bronze,Yes,Web,1994-09-19,Prefer not to say
CRMP-000120,CUST-001006,barbara.nguyen133@gmail.com,Silver,Yes,Mobile App,1967-07-03,Male
CRMP-001849,CUST-000830,mary.ward631@gmail.com,Bronze,No,Mobile App,1941-02-09,Female
CRMP-001910,CUST-001347,clayton.herring61@gmail.com,,No,Marketplace,1994-04-21,Male
CRMP-000396,CUST-002475,bryan.norton799@gmail.com,Bronze,No,Mobile App,1970-05-14,Non-binary
CRMP-002433,CUST-001047,charlotte.coleman56@gmail.com,Gold,Yes,Marketplace,2005-08-15,Male
CRMP-002809,CUST-001996,audrey.peters880@hotmail.com,Bronze,Yes,Mobile App,1989-03-04,Male
CRMP-001848,CUST-000880,brandon.jones170@yahoo.com,Bronze,Yes,Web,1982-07-08,Male
CRMP-001295,CUST-001562,david.montoya801@hotmail.com,,No,Marketplace,1966-07-17,Male
CRMP-000444,CUST-001680,patricia.hughes564@yahoo.com,Bronze,No,Web,1951-10-07,Male
CRMP-000966,CUST-002549,johnny.anderson15@yahoo.com,Platinum,Yes,Mobile App,1969-08-02,Male
CRMP-001718,CUST-000495,BECKY.MOYER930@YAHOO.COM,Bronze,No,Mobile App,1984-02-01,Female
CRMP-000294,CUST-002729,michael.steele177@gmail.com,Bronze,Yes,Mobile App,1975-11-17,Female
CRMP-002689,CUST-000093,elaine.nelson23@hotmail.com,Bronze,No,Web,1992-06-02,Male
CRMP-002470,CUST002396, denise.copeland454@yahoo.com ,Gold,No,Marketplace,1953-07-19,Female
CRMP-002283,CUST-908121,william23@example.org,Silver,No,Web,1986-05-05,Male
CRMP-000887,CUST-001551,melvin.hopkins937@hotmail.com,Bronze,Yes,Mobile App,1970-10-02,Female
CRMP-000590,002112,holly.chang746@hotmail.com,Silver,No,Mobile App,1957-12-28,Female
CRMP-001500,CUST-002451,christina.brooks711@gmail.com,Silver,No,Marketplace,1998-08-26,Female
CRMP-000526,CUST-001155,micheal.rodriguez293@hotmail.com,Bronze,Yes,Web,1962-11-09,Male
CRMP-000792,CUST-000184,kevin.duncan920@hotmail.com,Silver,Yes,Mobile App,1958-07-26,Male
CRMP-001452,CUST-000461,cody.bailey425@hotmail.com,Platinum,Yes,In-Store,1960-01-02,Prefer not to say
CRMP-002119,CUST-001703,brian.parker50@gmail.com,Bronze,No,Web,1958-10-05,Female
CRMP-000079,CUST-000376,deborah.smith529@yahoo.com,Bronze,Yes,Web,1957-06-24,Male
CRMP-002115,CUST-002411,kimberly.powers358@yahoo.com,Bronze,Yes,Web,1975-05-08,Female
CRMP-002754,CUST-000054,rachel.ramos788@gmail.com,Gold,Yes,In-Store,1946-12-22,Female
CRMP-001480,CUST-002917,amy.watts822@yahoo.com,Bronze,Yes,Web,1965-03-12,Male
CRMP-000178,CUST-001683,sean.edwards126@gmail.com,Bronze,Yes,Web,1959-02-28,Female
CRMP-000217,CUST-002409,allen.doyle222@gmail.com,Gold,No,In-Store,2008-01-25,Male
CRMP-002253,CUST-001925,michael.reyes515@hotmail.com,Silver,No,Web,1977-08-26,Female
CRMP-000473,002948,rick.morris529@hotmail.com,Gold,Yes,Mobile App,1965-04-13,Female
CRMP-001376,CUST-002833,jacqueline.johnson46@hotmail.com,Silver,Yes,Mobile App,1965-04-26,Non-binary
CRMP-001014,CUST-000397,nicholas.stone635@gmail.com,Gold,Yes,In-Store,1988-08-06,mALE
CRMP-001362,CUST-001464,matthew.williams255@yahoo.com,Silver,Yes,Mobile App,11-Apr-1994,Male
CRMP-001889,CUST-002038,carla.lawson97@hotmail.com,Silver,Yes,Marketplace,1943-01-29,Female
CRMP-000950,CUST-002179,michael.skinner858@gmail.com,Silver,No,Mobile App,1942-12-14,Male
CRMP-002474,CUST-918785,aaron99@example.net,Silver,No,Web,1998-09-01,Male
CRMP-000030,CUST-001266,travis.harvey538@hotmail.com,Bronze,Yes,In-Store,2003-02-17,Female
CRMP-000574,001187,melissa.williams695@hotmail.com,Bronze,No,Mobile App,1978-05-12,Female
CRMP-000584,CUST-002469,tiffany.rogers780@yahoo.com,Bronze,Yes,Mobile App,1954-04-27,Female
CRMP-001291,CUST-002150,shawn.edwards996@gmail.com,Silver,No,Marketplace,1975-06-29,Male
CRMP-000435,CUST-002285,stephanie.sloan633@yahoo.com,Gold,No,Mobile App,1977-10-14,Male
CRMP-000728,CUST-000202,natalie.sanchez737@hotmail.com,Bronze,Yes,Mobile App,1953-10-03,Male
CRMP-001386,CUST-002021,ashlee.morales894@hotmail.com,Bronze,Yes,Mobile App,1952-06-02,Female
CRMP-001046,CUST-000016,jacqueline.burnett921@hotmail.com,Gold,Yes,Web,1969-04-16,Male
CRMP-001687,CUST-000566,michelle.martinez24@hotmail.com,Bronze,Yes,Mobile App,1948-08-27,fEMALE
CRMP-001520,CUST-000377,emily.gomez597@yahoo.com,Silver,Yes,Web,1944-02-11,Male
CRMP-002478,CUST-000037,peggy.taylor991@gmail.com,Platinum,Yes,Web,1972-04-26,Male
CRMP-001328,CUST-002372,charles.rose454@yahoo.com,Bronze,No,Web,1957-02-09,Prefer not to say
CRMP-001245,CUST-001588,vanessa.flores478@yahoo.com,Bronze,No,Mobile App,1994-09-30,Non-binary
CRMP-000100,CUST-002374,allison.turner525@yahoo.com,Gold,No,Web,1941-10-24,Female
CRMP-002298,CUST-001642,kathy.ray35@gmail.com,Bronze,No,Mobile App,1953-11-09,Male
CRMP-002737,CUST-002975,mercedes.nelson531@gmail.com,Bronze,No,Web,2007-12-13,Female
CRMP-002043,CUST-000482,joy.sanders361@hotmail.com,Bronze,No,Mobile App,1966-11-17,Female
CRMP-001734,CUST-000656,patrick.white846@gmail.com,Silver,Yes,Web,1942-06-21,Male
CRMP-001857,CUST-001135,christina.wilcox81@hotmail.com,Bronze,No,Mobile App,1983-09-08,Female
CRMP-000542,CUST-001993,jeremy.martin9@yahoo.com,Bronze,Yes,Web,1962-11-01,Female
CRMP-002427,CUST-000572,diana.bell680@hotmail.com,Silver,Yes,Mobile App,1995-06-06,MALE
CRMP-000646,CUST-946226,zachary78@example.net,Bronze,Yes,Web,1958-01-04,Male
CRMP-000852,CUST-000446,timothy.poole47@yahoo.com,Bronze,No,In-Store,1993-01-28,Female
CRMP-000496,CUST-002725,travis.welch735@gmail.com,Bronze,No,In-Store,1989-04-08,Female
CRMP-002550,CUST-001698,tracy.guzman247@yahoo.com,Bronze,Yes,Web,1999-10-01,Non-binary
CRMP-000005,CUST-000040,jose.williams127@gmail.com,Silver,Yes,Mobile App,1981-09-19,Non-binary
CRMP-001711,CUST-001670,carolyn.franco806@yahoo.com,Silver,Yes,Mobile App,1995-02-19,Male
CRMP-002434,CUST-002678,ryan.golden778@yahoo.com,Silver,No,Mobile App,1993-09-26,Female
CRMP-000062,CUST-002401,lisa.clark566@yahoo.com,Silver,Yes,Web,1995-01-03,Male
CRMP-000142,001194,adam.mayer177@hotmail.com,Gold,No,Mobile App,1996-10-10,Female
CRMP-002054,CUST-000339,joy.ford495@gmail.com,Silver,Yes,Web,1995-10-01,Female
CRMP-000991,CUST-002525,zachary.webb965@gmail.com,Silver,No,Web,1987-01-11,Male
CRMP-002005,CUST-000808,david.fields737@hotmail.com,Silver,Yes,Mobile App,1942-05-01,Male
CRMP-002629,CUST-002766,amber.logan729@yahoo.com,Silver,No,Mobile App,1960-06-18,Male
CRMP-000772,CUST-002055,susan.peterson589@yahoo.com,Bronze,Yes,Mobile App,1951-12-13,Female
CRMP-001210,CUST-967578,dgreen@example.org,Silver,No,Mobile App,1946-02-13,Female
CRMP-001874,CUST-000813,michael.reynolds141@hotmail.com,,Yes,Mobile App,1984-11-06,Male
CRMP-001241,cust-000253,donald.valdez732@yahoo.com,Platinum,Yes,Web,1943-03-18,Prefer not to say
CRMP-000985,CUST-002474,jonathan.moses49@hotmail.com,Silver,Yes,Web,1950-09-14,Male
CRMP-000067,CUST-001121,diane.duncan467@yahoo.com,Platinum,No,Web,1989-02-13,Male
CRMP-002551,CUST-002450,rhonda.hill622@gmail.com,Gold,Yes,Mobile App,1986-07-25,Male
CRMP-001868,CUST-002210,jennifer.byrd290@gmail.com,Silver,No,Mobile App,1998-12-05,Female
CRMP-001856,CUST-001676,rachel.pope889@yahoo.com,Platinum,No,Web,1983-07-31,Male
CRMP-000144,CUST-002914,kim.ford473@yahoo.com,Bronze,No,Mobile App,1986-10-11,Female
CRMP-001942,CUST-000631,harold.ruiz442@gmail.com,Gold,Yes,Web,1979-02-23,Female
CRMP-000702,CUST-001334, cory.watson391@hotmail.com ,Silver,Yes,Web,1990-05-30,Male
CRMP-001252,CUST-002724,alexander.ward243@gmail.com,Silver,Yes,Mobile App,1983-01-22,Female
CRMP-001094,CUST-000452,jeffrey.matthews128@hotmail.com,Bronze,Yes,Marketplace,2003-07-07,Prefer not to say
CRMP-001931,CUST-000742,heather.taylor733@yahoo.com,Bronze,Yes,Web,1985-03-14,Female
CRMP-001849,CUST-000830,mary.ward631@gmail.com,Bronze,No,Mobile App,1941-02-09,Female
CRMP-000908,CUST-000859,michael.nguyen208@yahoo.com,Platinum,Yes,Marketplace,1990-07-23,Female
CRMP-001256,CUST-001592,charles.clayton814@gmail.com,Silver,Yes,Mobile App,1948-12-17,Male
CRMP-002749,CUST-002074,melissa.wilson60@gmail.com,Bronze,No,Mobile App,1992-07-09,Male
CRMP-001307,CUST-001223,benjamin.hall338@hotmail.com,Platinum,Yes,Web,1940-12-02,Non-binary
CRMP-001303,CUST-002919, jasmine.ayers908@hotmail.com ,Bronze,Yes,Web,1963-11-29,Female
CRMP-001234,CUST-000195,sherry.avery423@gmail.com,Gold,Yes,In-Store,1949-09-25,Female
CRMP-002429,CUST-000203,steven.henderson391@hotmail.com,Platinum,Yes,Web,1993-09-06,Non-binary
CRMP-001232,CUST-000344,curtis.abbott449@yahoo.com,Gold,Yes,Marketplace,1961-06-22,Male
CRMP-001560,CUST-002825,cheryl.jackson989@yahoo.com,Gold,No,In-Store,2000-09-03,Male
CRMP-000921,CUST-001242, rhonda.ruiz943@gmail.com ,Bronze,No,In-Store,1969-01-04,Male
CRMP-002044,CUST-002600,michelle.richard748@hotmail.com,Gold,No,Web,1964-07-07,Female
CRMP-001166,CUST-000396,john.soto296@yahoo.com,Platinum,Yes,Mobile App,1968-01-07,Female
CRMP-002420,CUST-002792,rachel.scott594@yahoo.com,Gold,Yes,Marketplace,1944-07-15,Male
CRMP-001995,CUST-902793,jamesstevens@example.com,Silver,No,Mobile App,1958-09-13,Non-binary
CRMP-002468,CUST-002607,glenn.haas141@yahoo.com,Bronze,Yes,Mobile App,1988-11-07,Male
CRMP-002496,CUST-002774,jason.evans55@yahoo.com,Silver,Yes,Web,1989-03-20,Female
CRMP-002155,cust-000033,scott.smith574@yahoo.com,Bronze,Yes,Web,1946-12-16,Male
CRMP-001951,CUST-000992,scott.love200@gmail.com,Silver,Yes,Mobile App,1974-03-02,Female
CRMP-000768,CUST-000475,JACOB.BOND574@HOTMAIL.COM,Silver,No,Web,1955-12-10,Female
CRMP-001293,CUST-000358,shane.armstrong267@gmail.com,Silver,Yes,Web,1957-08-30,Female
CRMP-002447,CUST-000897,jessica.sutton752@gmail.com,Bronze,Yes,Web,1995-01-04,Female
CRMP-001987,CUST-002078,kurt.page717@gmail.com   ,Platinum,No,Web,1998-10-30,Female
CRMP-001934,CUST-001147,jennifer.bullock586@hotmail.com,,Yes,In-Store,1963-09-28,Female
CRMP-000637,CUST-001671,matthew.taylor188@hotmail.com,Silver,No,Mobile App,1981-10-23,Male
CRMP-002216,CUST-001377,gregory.fitzgerald532@yahoo.com,Silver,Yes,Marketplace,1987-08-03,Male
CRMP-001486,CUST-002842,jenna.ortega862@yahoo.com,Gold,Yes,Mobile App,1959-10-30,Male
CRMP-001228,CUST-002985,charles.contreras348@yahoo.com,Bronze,Yes,Marketplace,1999-05-24,Female
CRMP-001274,CUST-001221,melissa.williams380@yahoo.com,Bronze,No,Web,15-Feb-2005,Female
CRMP-000585,CUST-002242,anne.sanders867@gmail.com,Bronze,No,Web,1998-10-06,Male
CRMP-002053,CUST-001637,john.gomez173@gmail.com,Silver,Yes,Marketplace,1959-05-25,Female
CRMP-002047,CUST-002731,eric.summers640@gmail.com,Silver,No,Marketplace,1954-08-14,Female
CRMP-002381,CUST-002945,donald.brown741@yahoo.com,Bronze,No,Web,1955-03-11,Female
CRMP-002791,CUST-001307,william.peterson527@yahoo.com,Bronze,Yes,Mobile App,1978-03-10,Female
CRMP-002454,002221,katrina.gonzalez457@hotmail.com,Silver,Yes,In-Store,1976-12-07,Female
CRMP-001780,CUST-002188,daniel.smith939@gmail.com,Silver,No,Mobile App,1996-11-30,Male
CRMP-001825,CUST-000762,deborah.bartlett189@hotmail.com,Bronze,No,Web,2005-04-12,Non-binary
CRMP-002726,CUST-000644,katie.kramer730@gmail.com,Silver,No,Marketplace,1965-08-15,Female
CRMP-002300,CUST-001308,katherine.kirby87@yahoo.com,Bronze,Yes,Web,1978-12-03,Male
CRMP-001725,CUST-001805,louis.hopkins612@gmail.com,Bronze,No,In-Store,1959-04-02,Female
CRMP-000927,CUST-002321,walter.richardson547@gmail.com,Gold,Yes,Web,1963-06-23,Male
CRMP-001239,cust-002373,william.mitchell551@hotmail.com,Silver,Yes,Web,1981-06-12,Male
CRMP-002045,CUST-002670,shawn.henderson269@hotmail.com,Bronze,No,In-Store,1940-09-09,Male
CRMP-001675,CUST-001089,lisa.mcintosh551@hotmail.com,Platinum,No,Mobile App,1965-10-11,Female
CRMP-000270,CUST-000172,gina.morgan170@hotmail.com,Silver,Yes,Mobile App,1958-12-15,Male
CRMP-001928,CUST-001470,annette.davis913@hotmail.com,Bronze,No,In-Store,1980-06-09,Male
CRMP-002540,CUST-001950,sandra.west870@gmail.com,Bronze,Yes,Marketplace,1980-04-17,Male
CRMP-001097,CUST-000952,william.jones23@hotmail.com,Bronze,Yes,Web,1992-11-05,Male
CRMP-001343,CUST-001076,colin.chambers277@hotmail.com,Silver,Yes,In-Store,1956-10-17,Female
CRMP-002578,CUST-000079,sean.horne119@yahoo.com,Platinum,Yes,Web,1972-06-25,Female
CRMP-001796,CUST-000555,elizabeth.king450@yahoo.com,Bronze,No,Mobile App,1985-05-26,Female
CRMP-002281,CUST-000515,jason.lewis734@gmail.com,Silver,Yes,Mobile App,1943-01-13,Non-binary
CRMP-001181,CUST-000120,rickey.hayes846@yahoo.com,Silver,Yes,Web,1997-01-07,Male
CRMP-002768,CUST-002167,roger.burgess323@hotmail.com,Bronze,Yes,Web,1957-06-02,Male
CRMP-000001,CUST-000814,cynthia.garner156@hotmail.com,Bronze,Yes,Mobile App,12/15/1952,Female
CRMP-002631,CUST-001595,natasha.casey144@gmail.com,Gold,No,Mobile App,1977-07-25,Female
CRMP-002662,CUST-000075,richard.montgomery849@hotmail.com,Platinum,Yes,Mobile App,1957-05-21,Non-binary
CRMP-001587,CUST-000900,nicole.taylor339@yahoo.com   ,Gold,Yes,Mobile App,1966-07-06,Female
CRMP-001961,CUST-002448,adam.barnes678@gmail.com,Gold,No,Web,1959-11-26,Male
CRMP-001634,CUST-927871,emma66@example.net,Silver,Yes,Web,1949-05-11,Female
CRMP-001597,CUST-002651,yolanda.hays739@hotmail.com,Gold,No,Mobile App,1959-06-18,Male
CRMP-001342,CUST-002281,kevin.valencia647@yahoo.com,Platinum,Yes,Mobile App,1968-10-08,Male
CRMP-002138,002575,cindy.rivera583@hotmail.com,Platinum,No,Mobile App,1949-07-23,Male
CRMP-000022,CUST-002476,karen.davenport579@yahoo.com,,No,In-Store,1981-01-11,Female
CRMP-000836,CUST-002817,laura.rodriguez972@gmail.com,Silver,No,In-Store,1942-06-28,Female
CRMP-001420,CUST-002019,richard.ellis656@yahoo.com,Platinum,Yes,Web,2006-06-28,Male
CRMP-001686,cust-903509,gjones@example.com,Bronze,Yes,In-Store,1992-11-30,Female
CRMP-002211,CUST-002433,julie.yoder858@yahoo.com,Silver,No,In-Store,1982-12-05,Female
CRMP-000941,CUST-001137,  andrea.stevens446@hotmail.com,Platinum,Yes,Marketplace,1990-05-10,Female
CRMP-000238,CUST-001450,michael.diaz867@gmail.com,Bronze,No,In-Store,1976-08-18,Female
CRMP-000956,CUST-001777,richard.rasmussen281@hotmail.com,Bronze,Yes,Web,1999-01-21,Male
CRMP-001273,CUST-002977,john.hurst506@gmail.com,Gold,Yes,In-Store,2005-01-09,Female
CRMP-000110,CUST-001134,cindy.bell703@gmail.com,Silver,Yes,Web,1945-11-16,Female
CRMP-001679,CUST-000286,luis.johns880@gmail.com,Platinum,No,Mobile App,2001-10-26,Male
CRMP-002627,CUST-001077,sherry.cook668@hotmail.com,Bronze,Yes,Web,2000-01-15,Male
CRMP-000659,CUST-001202,vicki.short691@gmail.com,Silver,No,Mobile App,1955-10-14,Male
CRMP-000986,CUST-002339,david.brown39@gmail.com,Bronze,No,Web,1951-03-31,Male
CRMP-002547,CUST-002155,kim.cummings771@gmail.com,Platinum,Yes,Mobile App,1996-09-30,Prefer not to say
CRMP-000597,CUST-002222,shannon.crosby154@hotmail.com,Silver,Yes,In-Store,2006-05-28,Female
CRMP-000996,CUST-001611,elizabeth.montes835@gmail.com,Bronze,No,In-Store,1947-03-11,Male
CRMP-001890,CUST-001026,christopher.wallace92@gmail.com,Platinum,Yes,Marketplace,1966-01-07,Female
CRMP-002525,CUST-002963,bethany.johnson311@gmail.com,Bronze,Yes,Mobile App,1943-01-28,Male
CRMP-001482,CUST000540,benjamin.ferguson442@hotmail.com,Silver,No,Web,1952-09-30,Female
CRMP-000770,CUST-000778,laurie.maxwell899@gmail.com,Bronze,Yes,In-Store,1995-12-07,Female
CRMP-001802,CUST-002755,courtney.shelton870@yahoo.com,Gold,No,Web,1957-07-24,Male
CRMP-002400,CUST-002507,nicole.johnson77@gmail.com,Platinum,No,Marketplace,1980-11-17,Male
CRMP-002771,CUST-002951,alicia.moore206@gmail.com,Silver,No,Marketplace,1955-03-27,Female
CRMP-002367,CUST-000152,helen.stevens825@hotmail.com,Gold,Yes,Web,2000-01-12,Male
CRMP-001923,CUST-002300,  melissa.griffith914@yahoo.com,Silver,Yes,Web,1995-08-19,FEMALE
CRMP-000486,CUST-900818,jgarcia@example.com,Bronze,Yes,Marketplace,1947-01-30,Female
CRMP-001599,CUST-000608,lucas.white754@gmail.com,Bronze,Yes,Web,1977-09-01,Female
CRMP-000097,CUST-002940,zachary.smith21@hotmail.com,Gold,No,Web,1980-12-12,Non-binary
CRMP-001606,CUST-002653,justin.calhoun164@hotmail.com,Bronze,Yes,Web,1982-06-18,Female
CRMP-000534,CUST-001883,tyler.sullivan802@yahoo.com,,Yes,Web,1997-04-22,Female
CRMP-000851,CUST-001130,brandon.crawford351@hotmail.com,Bronze,No,Web,2008-08-06,Male
CRMP-002082,001073,roy.cox763@gmail.com,Bronze,Yes,Mobile App,1967-10-21,Female
CRMP-002022,CUST-002134,kevin.dodson319@yahoo.com,Silver,No,Mobile App,2005-11-19,Prefer not to say
CRMP-000741,CUST-000649,jacob.howard532@gmail.com,Silver,No,Mobile App,1953-09-19,Male
CRMP-000730,CUST-001088,patricia.galvan766@hotmail.com,Bronze,Yes,Marketplace,1985-08-24,Female
CRMP-001674,CUST-000070,bradley.gonzales467@yahoo.com,Gold,No,Web,1964-12-06,Female
CRMP-001539,CUST-002874,ronald.jones3@gmail.com,Gold,No,In-Store,1953-09-07,Male
CRMP-002161,CUST-002938,susan.holden77@gmail.com,Silver,Yes,Marketplace,1982-10-31,Male
CRMP-002076,CUST-002846,justin.ramirez252@yahoo.com,Silver,Yes,Web,23-Jun-1975,Female
CRMP-002293,CUST-002950,joel.turner447@yahoo.com,Bronze,Yes,Web,1995-10-01,Male
CRMP-001473,CUST-000027,jeffery.coleman796@hotmail.com,Silver,Yes,Web,1993-04-28,female
CRMP-001594,CUST-002333,amy.gutierrez437@yahoo.com,Gold,No,Web,1980-12-03,Female
CRMP-001566,CUST-000826,thomas.hunter636@gmail.com,Silver,No,Web,2008-03-31,Female
CRMP-000917,CUST-000215,steven.grimes245@yahoo.com,Bronze,Yes,Web,1985-07-28,Male
CRMP-000149,CUST-001446,  natalie.taylor194@yahoo.com,Silver,No,Marketplace,1946-07-06,Male
CRMP-000080,CUST001679,nicholas.cook564@hotmail.com,,No,Web,1995-07-20,Female
CRMP-002786,cust-001672,jonathan.smith374@hotmail.com,Gold,No,Web,1968-02-29,Female
CRMP-002774,CUST-001804,cassie.smith500@gmail.com,Bronze,No,Web,1966-07-30,Female
CRMP-002233,CUST-001359,april.velasquez333@hotmail.com,Bronze,No,Web,2006-11-19,male
CRMP-000760,001984,michele.rich423@gmail.com,Bronze,No,In-Store,1984-12-20,Female
CRMP-001201,CUST-002327,jennifer.smith452@hotmail.com,Gold,No,Mobile App,1960-11-29,Female
CRMP-000757,CUST-002954,cristina.phillips558@yahoo.com,Silver,Yes,Web,2000-02-02,Non-binary
CRMP-000274,CUST-002649,juan.olson282@hotmail.com,Bronze,No,Mobile App,1997-01-05,Male
CRMP-000535,CUST-000899,tracy.avery983@yahoo.com,Bronze,No,Web,1960-04-12,Male
CRMP-001519,CUST-000891, lauren.hall69@yahoo.com ,Gold,No,Mobile App,1952-03-23,Female
CRMP-000571,CUST-001138,randy.gomez524@hotmail.com,Bronze,Yes,Web,1969-04-29,female
CRMP-001667,CUST-002701,elizabeth.schwartz516@yahoo.com,Bronze,Yes,Mobile App,1976-04-18,Male
CRMP-002206,CUST-001365,amy.morales160@hotmail.com,Gold,No,Web,1981-07-15,Female
CRMP-001099,CUST-002250,jacob.summers219@yahoo.com,Bronze,Yes,Web,2003-04-07,Female
CRMP-001375,CUST-000160,jason.sanders235@gmail.com,Silver,Yes,Marketplace,1980-05-01,Non-binary
CRMP-001973,CUST-002644,susan.harris178@hotmail.com,Gold,No,Web,1996-08-29,Male
CRMP-000716,CUST-000401,james.gonzalez301@yahoo.com,Bronze,Yes,In-Store,2007-01-25,Male
CRMP-000547,CUST-001111,julie.jones326@yahoo.com,Bronze,Yes,Web,2002-02-09,Male
CRMP-001609,CUST-001264,nicole.holder961@hotmail.com,Gold,Yes,In-Store,1952-11-14,Female
CRMP-000845,001235,crystal.jackson959@gmail.com,Bronze,No,Web,1993-07-01,Male
CRMP-002728,CUST-002859,jonathan.ryan514@gmail.com,Bronze,No,Web,1999-02-20,Non-binary
CRMP-002586,CUST-000091,jeremy.acosta844@gmail.com,Bronze,Yes,Mobile App,2000-06-10,Male
CRMP-000493,CUST-002736,william.santos371@yahoo.com,Silver,No,Marketplace,1985-10-03,Female
CRMP-000423,CUST-001840,shawn.phillips298@hotmail.com,Bronze,Yes,Mobile App,08-May-1963,Male
CRMP-000044,CUST-000583,amanda.dalton27@hotmail.com,Silver,Yes,Mobile App,1997-11-04,Male
CRMP-001250,CUST-000380,david.mahoney482@gmail.com,Gold,No,In-Store,1995-09-14,Female
CRMP-000284,CUST-002367,mark.jackson124@yahoo.com,Bronze,Yes,Mobile App,1988-11-13,Female
CRMP-001206,CUST-000026,GARY.ELLIS832@HOTMAIL.COM,Silver,Yes,Web,1997-02-25,Prefer not to say
CRMP-002521,CUST-000435,matthew.richards502@yahoo.com,Bronze,Yes,Mobile App,1970-04-30,Female
CRMP-001199,CUST-002408,betty.phillips659@hotmail.com,Gold,Yes,Web,1958-01-29,Male
CRMP-000834,CUST-000463,jasmine.wright520@hotmail.com,Silver,Yes,Web,2000-12-02,Female
CRMP-001941,CUST-000917,april.weber513@gmail.com,Bronze,No,In-Store,1960-10-01,Male
CRMP-001197,CUST-000302,jennifer.freeman650@gmail.com,Gold,No,Web,1984-12-12,Female
CRMP-002446,CUST-001966,jose.shaw651@yahoo.com,Silver,Yes,In-Store,1973-07-31,Male
CRMP-002640,CUST-002382,valerie.hansen481@gmail.com,Silver,No,In-Store,1979-11-27,Female
CRMP-002021,CUST-001239,richard.bullock782@hotmail.com,Silver,No,Web,2007-10-14,Female
CRMP-002516,CUST-000386,nichole.harvey475@yahoo.com,Bronze,No,Mobile App,1987-03-03,Female
CRMP-002288,CUST-001965,cathy.king99@gmail.com,,No,Web,1994-10-05,Male
CRMP-002392,CUST-000506,craig.aguirre303@gmail.com,Bronze,Yes,Mobile App,1993-08-20,Male
CRMP-002296,CUST-000018,timothy.phillips77@gmail.com,Bronze,No,Mobile App,1954-01-18,Female
CRMP-001154,CUST-002727,melissa.morrison513@yahoo.com,Bronze,Yes,In-Store,2001-06-15,fEMALE
CRMP-001545,CUST-002118,sarah.gutierrez706@yahoo.com,Silver,Yes,Web,1955-07-16,Prefer not to say
CRMP-000380,CUST-000194,matthew.long5@gmail.com,Bronze,No,Web,1982-09-21,Male
CRMP-001513,CUST-000979,jessica.sampson192@gmail.com,Platinum,Yes,Mobile App,1963-03-05,Prefer not to say
CRMP-001749,CUST-000180,nicole.jackson517@gmail.com,Bronze,No,Mobile App,2000-12-13,Female
CRMP-001892,CUST-000252,tammy.smith129@yahoo.com,Bronze,Yes,Web,1989-02-15,male
CRMP-001533,CUST-000821,austin.collins87@hotmail.com,Bronze,Yes,In-Store,06/07/1981,Female
CRMP-001165,CUST-001661,david.fitzgerald327@yahoo.com,Gold,Yes,Web,2000-03-21,Male
CRMP-000472,CUST-000909,sandy.ramirez38@yahoo.com,Bronze,Yes,Web,1990-05-28,Male
CRMP-000523,CUST-002391,jamie.cook551@gmail.com,Silver,No,Web,1952-02-06,Female
CRMP-001114,CUST-002065,SEAN.SHARP560@GMAIL.COM,Platinum,Yes,Web,1955-10-21,Female
CRMP-002276,CUST-001690,kristin.hill526@yahoo.com,Bronze,Yes,Marketplace,1975-03-30,Male
CRMP-000332,CUST-002166,LISA.RICHARD940@GMAIL.COM,Silver,Yes,Marketplace,1957-04-06,Female
CRMP-002728,CUST-002859,jonathan.ryan514@gmail.com,Bronze,No,Web,1999-02-20,Non-binary
CRMP-000742,cust-001730,angela.valencia31@hotmail.com,Gold,Yes,Web,1966-11-30,Female
CRMP-000643,CUST-000849,monica.lopez796@yahoo.com,Silver,No,Marketplace,1991-11-25,Female
CRMP-002713,CUST-001160,darius.mendoza823@gmail.com,Gold,Yes,Mobile App,2000-03-01,Female
CRMP-001264,CUST-001272,sherri.delacruz519@hotmail.com,Silver,No,Mobile App,"August 27, 1997",Male
CRMP-000677,CUST-002468,emily.pena484@yahoo.com,Gold,Yes,Marketplace,2008-06-15,Female
CRMP-000562,CUST-002446,alexandria.cox323@yahoo.com,Silver,Yes,Marketplace,1944-07-14,Female
CRMP-001558,CUST-002481,aaron.reid223@yahoo.com,Bronze,Yes,Web,1947-03-23,Female
CRMP-000516,CUST-002987,tanya.torres737@yahoo.com,Gold,No,Mobile App,1941-03-11,Female
CRMP-002576,CUST-002070,richard.gould758@gmail.com,Gold,No,Web,1960-04-30,Female
CRMP-002492,CUST-001558,steven.riggs5@hotmail.com,Platinum,No,Mobile App,1996-12-02,Female
CRMP-001374,CUST-000800,timothy.williams226@gmail.com,Bronze,Yes,Mobile App,2006-02-07,Female
CRMP-001967,CUST-001494,russell.lee497@gmail.com,Bronze,No,Mobile App,1989-12-05,Male
CRMP-001277,CUST-002870,shane.friedman65@gmail.com,Bronze,No,In-Store,1987-05-11,Non-binary
CRMP-000777,CUST-001570,robert.alvarez72@gmail.com,Gold,Yes,Marketplace,1975-03-01,Female
CRMP-000282,CUST-000699,nathaniel.knight721@gmail.com,Bronze,Yes,Mobile App,1990-11-10,Male
CRMP-000161,CUST-001166,william.steele831@hotmail.com,Bronze,Yes,Web,1975-09-07,Female
